"Date (UTC)","Request ID","User agent","Correlation ID","User ID","User","Username","User type","Cross tenant access type","Incoming token type","Authentication Protocol","Unique token identifier","Original transfer method","Client credential type","Token Protection - Sign In Session","Token Protection - Sign In Session StatusCode","Application","Application ID ","Resource","Resource ID ","Resource tenant ID","Home tenant ID","Home tenant name","IP address","Location","Status","Sign-in error code","Failure reason","Client app","Device ID","Browser","Operating System","Compliant","Managed","Join Type","Multifactor authentication result","Multifactor authentication auth method","Multifactor authentication auth detail","Authentication requirement","Sign-in identifier","Session ID","IP address (seen by resource)","Through Global Secure Access","Global Secure Access IP address","Autonomous system  number","Flagged for review","Token issuer type","Incoming token type","Token issuer name","Latency","Conditional Access","Managed Identity type","Associated Resource Id","Federated Token Id","Federated Token Issuer"
"2024-12-06T18:37:41Z","617feab7-51c9-4b2f-b43e-07a15c938401","","5f43c8d0-d0ce-4c10-8c82-aab202c3000a","e239b9d2-9166-4d20-a50a-93a28ec422fa","MOD Administrator","admin@m365ds169701.onmicrosoft.com","member","none","none","ropc","t-p_YclRL0u0PgehXJOEAQ","none","none","unbound","1002","MOD Demo Platform UnifiedApiConsumer","aff75787-e598-43f9-a0ea-7a0ca00ababc","Microsoft Graph","00000003-0000-0000-c000-000000000000","91e65752-bef9-458f-b951-472d1bf37490","91e65752-bef9-458f-b951-472d1bf37490","","20.232.177.82","Washington, Virginia, US","Success","","Other.","Mobile Apps and Desktop clients","","","","false","false","","","","","Single-factor authentication","admin@M365DS169701.OnMicrosoft.com","0c913b47-6f05-48e6-b741-4ee6f89ae4f7","","false","","8075","false","Microsoft Entra ID","None","","183","Not Applied","None","","",""
"2024-12-06T18:32:29Z","ac35d738-7987-40ad-830a-8b8f07d5b900","","dcb1b752-dcc8-40d1-98fb-d42996d11c0f","e239b9d2-9166-4d20-a50a-93a28ec422fa","MOD Administrator","admin@m365ds169701.onmicrosoft.com","member","none","none","ropc","ONc1rId5rUCDCouPB9W5AA","none","none","unbound","1002","MOD Demo Platform UnifiedApiConsumer","aff75787-e598-43f9-a0ea-7a0ca00ababc","Microsoft Graph","00000003-0000-0000-c000-000000000000","91e65752-bef9-458f-b951-472d1bf37490","91e65752-bef9-458f-b951-472d1bf37490","","20.232.177.82","Washington, Virginia, US","Success","","Other.","Mobile Apps and Desktop clients","","","","false","false","","","","","Single-factor authentication","admin@M365DS169701.OnMicrosoft.com","e13a0f6c-7782-431c-8d17-331dfc0f1cde","","false","","8075","false","Microsoft Entra ID","None","","203","Not Applied","None","","",""
"2024-12-06T18:32:27Z","849ef761-aec1-4f3b-812d-2ea239d55000","","f27f199c-2485-4955-bca3-680d3cf0eaf4","e239b9d2-9166-4d20-a50a-93a28ec422fa","MOD Administrator","admin@m365ds169701.onmicrosoft.com","member","none","none","ropc","YfeehMGuO0-BLS6iOdVQAA","none","none","unbound","1002","MOD Demo Platform UnifiedApiConsumer","aff75787-e598-43f9-a0ea-7a0ca00ababc","Microsoft Graph","00000003-0000-0000-c000-000000000000","91e65752-bef9-458f-b951-472d1bf37490","91e65752-bef9-458f-b951-472d1bf37490","","20.232.177.82","Washington, Virginia, US","Success","","Other.","Mobile Apps and Desktop clients","","","","false","false","","","","","Single-factor authentication","admin@M365DS169701.OnMicrosoft.com","cdeb95f6-df66-4e72-b09a-157d115cc61d","","false","","8075","false","Microsoft Entra ID","None","","122","Not Applied","None","","",""
"2024-12-06T18:32:25Z","2a46b32c-c6ae-4fdd-a534-8ef194d58101","","cd367732-b943-4514-a8a5-00db5e662c9f","e239b9d2-9166-4d20-a50a-93a28ec422fa","MOD Administrator","admin@m365ds169701.onmicrosoft.com","member","none","none","ropc","LLNGKq7G3U-lNI7xlNWBAQ","none","none","unbound","1002","MOD Demo Platform UnifiedApiConsumer","aff75787-e598-43f9-a0ea-7a0ca00ababc","Microsoft Graph","00000003-0000-0000-c000-000000000000","91e65752-bef9-458f-b951-472d1bf37490","91e65752-bef9-458f-b951-472d1bf37490","","20.232.177.82","Washington, Virginia, US","Success","","Other.","Mobile Apps and Desktop clients","","","","false","false","","","","","Single-factor authentication","admin@M365DS169701.OnMicrosoft.com","27d1dc75-5768-4c39-9632-05b41e6a59fa","","false","","8075","false","Microsoft Entra ID","None","","215","Not Applied","None","","",""
"2024-12-06T18:32:19Z","cdd47d4c-b785-4483-9c9d-fd789916dc01","","a2c9e9d7-8618-4fe3-b3e9-1d00a89d7222","e239b9d2-9166-4d20-a50a-93a28ec422fa","MOD Administrator","admin@m365ds169701.onmicrosoft.com","member","none","none","ropc","TH3UzYW3g0Scnf14mRbcAQ","none","none","unbound","1002","MOD Demo Platform UnifiedApiConsumer","aff75787-e598-43f9-a0ea-7a0ca00ababc","Microsoft Graph","00000003-0000-0000-c000-000000000000","91e65752-bef9-458f-b951-472d1bf37490","91e65752-bef9-458f-b951-472d1bf37490","","20.232.177.82","Washington, Virginia, US","Success","","Other.","Mobile Apps and Desktop clients","","","","false","false","","","","","Single-factor authentication","admin@M365DS169701.OnMicrosoft.com","e8be1be6-3434-4ae5-9f72-a6155e85f8f4","","false","","8075","false","Microsoft Entra ID","None","","141","Not Applied","None","","",""
"2024-12-06T18:32:16Z","45469c91-2fe4-4814-8d3b-724ac781b801","","ba71c224-8fed-4e4a-8412-3ac4c21c97ef","e239b9d2-9166-4d20-a50a-93a28ec422fa","MOD Administrator","admin@m365ds169701.onmicrosoft.com","member","none","none","ropc","kZxGReQvFEiNO3JKx4G4AQ","none","none","unbound","1002","MOD Demo Platform UnifiedApiConsumer","aff75787-e598-43f9-a0ea-7a0ca00ababc","Microsoft Graph","00000003-0000-0000-c000-000000000000","91e65752-bef9-458f-b951-472d1bf37490","91e65752-bef9-458f-b951-472d1bf37490","","20.232.177.82","Washington, Virginia, US","Success","","Other.","Mobile Apps and Desktop clients","","","","false","false","","","","","Single-factor authentication","admin@M365DS169701.OnMicrosoft.com","50b88f7e-80f8-43c4-bbad-3cff0ffc85f8","","false","","8075","false","Microsoft Entra ID","None","","170","Not Applied","None","","",""
"2024-12-06T18:32:13Z","4507ae85-bc74-4e56-b514-539aa2da2000","","2b0e1f56-472b-472d-8d72-eb69b0f12d06","e239b9d2-9166-4d20-a50a-93a28ec422fa","MOD Administrator","admin@m365ds169701.onmicrosoft.com","member","none","none","ropc","ha4HRXS8Vk61FFOaotogAA","none","none","unbound","1002","MOD Demo Platform UnifiedApiConsumer","aff75787-e598-43f9-a0ea-7a0ca00ababc","Microsoft Graph","00000003-0000-0000-c000-000000000000","91e65752-bef9-458f-b951-472d1bf37490","91e65752-bef9-458f-b951-472d1bf37490","","20.232.177.82","Washington, Virginia, US","Success","","Other.","Mobile Apps and Desktop clients","","","","false","false","","","","","Single-factor authentication","admin@M365DS169701.OnMicrosoft.com","50bd2b66-c824-415b-99ae-dc5809b2bba9","","false","","8075","false","Microsoft Entra ID","None","","229","Not Applied","None","","",""
"2024-12-06T18:32:10Z","3d6de688-feb2-447a-81e2-4c102dff3900","","a676f649-0cea-445a-bc34-320c0dbad594","e239b9d2-9166-4d20-a50a-93a28ec422fa","MOD Administrator","admin@m365ds169701.onmicrosoft.com","member","none","none","ropc","iOZtPbL-ekSB4kwQLf85AA","none","none","unbound","1002","MOD Demo Platform UnifiedApiConsumer","aff75787-e598-43f9-a0ea-7a0ca00ababc","Microsoft Graph","00000003-0000-0000-c000-000000000000","91e65752-bef9-458f-b951-472d1bf37490","91e65752-bef9-458f-b951-472d1bf37490","","20.232.177.82","Washington, Virginia, US","Success","","Other.","Mobile Apps and Desktop clients","","","","false","false","","","","","Single-factor authentication","admin@M365DS169701.OnMicrosoft.com","ae3340b6-a213-45c5-967d-6f64d7d1f43b","","false","","8075","false","Microsoft Entra ID","None","","211","Not Applied","None","","",""
"2024-12-06T18:32:02Z","d51f3ef5-18dc-4219-9f98-e43b41bc1b01","","719d929b-cee1-4633-bd50-8b24d84750ee","e239b9d2-9166-4d20-a50a-93a28ec422fa","MOD Administrator","admin@m365ds169701.onmicrosoft.com","member","none","none","ropc","9T4f1dwYGUKfmOQ7QbwbAQ","none","none","unbound","1002","MOD Demo Platform UnifiedApiConsumer","aff75787-e598-43f9-a0ea-7a0ca00ababc","Microsoft Graph","00000003-0000-0000-c000-000000000000","91e65752-bef9-458f-b951-472d1bf37490","91e65752-bef9-458f-b951-472d1bf37490","","20.232.177.82","Washington, Virginia, US","Success","","Other.","Mobile Apps and Desktop clients","","","","false","false","","","","","Single-factor authentication","admin@M365DS169701.OnMicrosoft.com","3cfbd04c-1025-41a5-9f61-6386bd46b0e4","","false","","8075","false","Microsoft Entra ID","None","","139","Not Applied","None","","",""
"2024-12-06T18:31:58Z","b4517566-c047-41bb-a484-c91956a13d01","","fbdd80bd-8522-4c74-bbf4-ee6abc50209a","e239b9d2-9166-4d20-a50a-93a28ec422fa","MOD Administrator","admin@m365ds169701.onmicrosoft.com","member","none","none","ropc","ZnVRtEfAu0GkhMkZVqE9AQ","none","none","unbound","1002","MOD Demo Platform UnifiedApiConsumer","aff75787-e598-43f9-a0ea-7a0ca00ababc","Microsoft Graph","00000003-0000-0000-c000-000000000000","91e65752-bef9-458f-b951-472d1bf37490","91e65752-bef9-458f-b951-472d1bf37490","","20.232.177.82","Washington, Virginia, US","Success","","Other.","Mobile Apps and Desktop clients","","","","false","false","","","","","Single-factor authentication","admin@M365DS169701.OnMicrosoft.com","fcc4ba24-8a31-4da5-a5de-1186a5c105c1","","false","","8075","false","Microsoft Entra ID","None","","127","Not Applied","None","","",""
"2024-12-06T18:31:57Z","9ea6be22-9495-40e3-a6f5-83d24a514701","","49ba83f4-ffb5-4f21-b9f0-521adde2b1f1","e239b9d2-9166-4d20-a50a-93a28ec422fa","MOD Administrator","admin@m365ds169701.onmicrosoft.com","member","none","none","ropc","Ir6mnpWU40Cm9YPSSlFHAQ","none","none","unbound","1002","MOD Demo Platform UnifiedApiConsumer","aff75787-e598-43f9-a0ea-7a0ca00ababc","Microsoft Graph","00000003-0000-0000-c000-000000000000","91e65752-bef9-458f-b951-472d1bf37490","91e65752-bef9-458f-b951-472d1bf37490","","20.232.177.82","Washington, Virginia, US","Success","","Other.","Mobile Apps and Desktop clients","","","","false","false","","","","","Single-factor authentication","admin@M365DS169701.OnMicrosoft.com","79feee5e-f8f3-4603-ac1a-887369cb1f2b","","false","","8075","false","Microsoft Entra ID","None","","240","Not Applied","None","","",""
"2024-12-06T18:31:49Z","24f21cf1-a204-495a-91d6-edc3163ac500","","43b0ce1a-396f-4e9e-b08e-f45315e6ec75","e239b9d2-9166-4d20-a50a-93a28ec422fa","MOD Administrator","admin@m365ds169701.onmicrosoft.com","member","none","none","ropc","8RzyJASiWkmR1u3DFjrFAA","none","none","unbound","1002","MOD Demo Platform UnifiedApiConsumer","aff75787-e598-43f9-a0ea-7a0ca00ababc","Microsoft Graph","00000003-0000-0000-c000-000000000000","91e65752-bef9-458f-b951-472d1bf37490","91e65752-bef9-458f-b951-472d1bf37490","","20.232.177.82","Washington, Virginia, US","Success","","Other.","Mobile Apps and Desktop clients","","","","false","false","","","","","Single-factor authentication","admin@M365DS169701.OnMicrosoft.com","eb3f092b-c874-4102-bb20-a26b564a0e30","","false","","8075","false","Microsoft Entra ID","None","","128","Not Applied","None","","",""
"2024-12-06T18:31:46Z","bca9140b-036d-4e54-8dc2-23a0382a6d00","","4ad74262-a561-4975-b250-6d328778bb6c","e239b9d2-9166-4d20-a50a-93a28ec422fa","MOD Administrator","admin@m365ds169701.onmicrosoft.com","member","none","none","ropc","CxSpvG0DVE6NwiOgOCptAA","none","none","unbound","1002","MOD Demo Platform UnifiedApiConsumer","aff75787-e598-43f9-a0ea-7a0ca00ababc","Microsoft Graph","00000003-0000-0000-c000-000000000000","91e65752-bef9-458f-b951-472d1bf37490","91e65752-bef9-458f-b951-472d1bf37490","","20.232.177.82","Washington, Virginia, US","Success","","Other.","Mobile Apps and Desktop clients","","","","false","false","","","","","Single-factor authentication","admin@M365DS169701.OnMicrosoft.com","b42bcc36-efc4-47aa-84fd-d90c5f925897","","false","","8075","false","Microsoft Entra ID","None","","216","Not Applied","None","","",""
"2024-12-06T18:31:35Z","281a73db-e237-4495-a349-db21a1fcc600","","3710b1a2-58f2-4206-bede-61c2472264fb","e239b9d2-9166-4d20-a50a-93a28ec422fa","MOD Administrator","admin@m365ds169701.onmicrosoft.com","member","none","none","ropc","23MaKDfilUSjSdshofzGAA","none","none","unbound","1002","MOD Demo Platform UnifiedApiConsumer","aff75787-e598-43f9-a0ea-7a0ca00ababc","Microsoft Graph","00000003-0000-0000-c000-000000000000","91e65752-bef9-458f-b951-472d1bf37490","91e65752-bef9-458f-b951-472d1bf37490","","20.232.177.82","Washington, Virginia, US","Success","","Other.","Mobile Apps and Desktop clients","","","","false","false","","","","","Single-factor authentication","admin@M365DS169701.OnMicrosoft.com","37ca9822-37f9-4ae2-ae3b-960863e258a0","","false","","8075","false","Microsoft Entra ID","None","","136","Not Applied","None","","",""
"2024-12-06T18:31:24Z","b7786b23-a373-4a37-86fa-8e10bf3d3401","","e923e71e-f6c3-452f-a149-ba9ff113ea55","e239b9d2-9166-4d20-a50a-93a28ec422fa","MOD Administrator","admin@m365ds169701.onmicrosoft.com","member","none","none","ropc","I2t4t3OjN0qG-o4Qvz00AQ","none","none","unbound","1002","MOD Demo Platform UnifiedApiConsumer","aff75787-e598-43f9-a0ea-7a0ca00ababc","Microsoft Graph","00000003-0000-0000-c000-000000000000","91e65752-bef9-458f-b951-472d1bf37490","91e65752-bef9-458f-b951-472d1bf37490","","20.232.177.82","Washington, Virginia, US","Success","","Other.","Mobile Apps and Desktop clients","","","","false","false","","","","","Single-factor authentication","admin@M365DS169701.OnMicrosoft.com","f4077e7a-8921-49ab-83da-46dd1a86b9fe","","false","","8075","false","Microsoft Entra ID","None","","194","Not Applied","None","","",""
"2024-12-06T18:31:09Z","636c02cd-3e65-4729-89d6-04bcd4b21701","","321e3e94-6a3a-4907-9f76-1db35d726520","e239b9d2-9166-4d20-a50a-93a28ec422fa","MOD Administrator","admin@m365ds169701.onmicrosoft.com","member","none","none","ropc","zQJsY2U-KUeJ1gS81LIXAQ","none","none","unbound","1002","MOD Demo Platform UnifiedApiConsumer","aff75787-e598-43f9-a0ea-7a0ca00ababc","Microsoft Graph","00000003-0000-0000-c000-000000000000","91e65752-bef9-458f-b951-472d1bf37490","91e65752-bef9-458f-b951-472d1bf37490","","20.232.177.82","Washington, Virginia, US","Success","","Other.","Mobile Apps and Desktop clients","","","","false","false","","","","","Single-factor authentication","admin@M365DS169701.OnMicrosoft.com","fd80f63e-6724-4d91-8313-355ab64a1981","","false","","8075","false","Microsoft Entra ID","None","","219","Not Applied","None","","",""
"2024-12-06T18:31:08Z","3d472499-ae49-4cb4-81e9-52e63589f301","","1e64e2b6-0731-48d4-a3ea-b7dd939a8b51","e239b9d2-9166-4d20-a50a-93a28ec422fa","MOD Administrator","admin@m365ds169701.onmicrosoft.com","member","none","none","ropc","mSRHPUmutEyB6VLmNYnzAQ","none","none","unbound","1002","MOD Demo Platform UnifiedApiConsumer","aff75787-e598-43f9-a0ea-7a0ca00ababc","Microsoft Graph","00000003-0000-0000-c000-000000000000","91e65752-bef9-458f-b951-472d1bf37490","91e65752-bef9-458f-b951-472d1bf37490","","20.232.177.82","Washington, Virginia, US","Success","","Other.","Mobile Apps and Desktop clients","","","","false","false","","","","","Single-factor authentication","admin@M365DS169701.OnMicrosoft.com","bb3a4234-64ca-4138-9515-7a102a5b185a","","false","","8075","false","Microsoft Entra ID","None","","210","Not Applied","None","","",""
"2024-12-06T18:31:01Z","e9d88450-27d0-4948-bbbe-feb296cec600","","b54114df-74b2-427c-ba51-2ac515e128be","e239b9d2-9166-4d20-a50a-93a28ec422fa","MOD Administrator","admin@m365ds169701.onmicrosoft.com","member","none","none","ropc","UITY6dAnSEm7vv6yls7GAA","none","none","unbound","1002","MOD Demo Platform UnifiedApiConsumer","aff75787-e598-43f9-a0ea-7a0ca00ababc","Microsoft Graph","00000003-0000-0000-c000-000000000000","91e65752-bef9-458f-b951-472d1bf37490","91e65752-bef9-458f-b951-472d1bf37490","","20.232.177.82","Washington, Virginia, US","Success","","Other.","Mobile Apps and Desktop clients","","","","false","false","","","","","Single-factor authentication","admin@M365DS169701.OnMicrosoft.com","3102c46d-18c7-4670-9ceb-4b1a939f230f","","false","","8075","false","Microsoft Entra ID","None","","132","Not Applied","None","","",""
"2024-12-06T18:30:56Z","617feab7-51c9-4b2f-b43e-07a1ef5b8401","","99c1b89a-54b4-4e1c-a151-9fbc185c2720","e239b9d2-9166-4d20-a50a-93a28ec422fa","MOD Administrator","admin@m365ds169701.onmicrosoft.com","member","none","none","ropc","t-p_YclRL0u0Pgeh71uEAQ","none","none","unbound","1002","MOD Demo Platform UnifiedApiConsumer","aff75787-e598-43f9-a0ea-7a0ca00ababc","Microsoft Graph","00000003-0000-0000-c000-000000000000","91e65752-bef9-458f-b951-472d1bf37490","91e65752-bef9-458f-b951-472d1bf37490","","20.232.177.82","Washington, Virginia, US","Success","","Other.","Mobile Apps and Desktop clients","","","","false","false","","","","","Single-factor authentication","admin@M365DS169701.OnMicrosoft.com","9f4d5903-4923-4a50-86d1-47158ae22410","","false","","8075","false","Microsoft Entra ID","None","","195","Not Applied","None","","",""
"2024-12-06T18:30:47Z","ac35d738-7987-40ad-830a-8b8f3ec5b900","","c66c4b53-2e70-43d7-8246-ed6062fa7465","e239b9d2-9166-4d20-a50a-93a28ec422fa","MOD Administrator","admin@m365ds169701.onmicrosoft.com","member","none","none","ropc","ONc1rId5rUCDCouPPsW5AA","none","none","unbound","1002","MOD Demo Platform UnifiedApiConsumer","aff75787-e598-43f9-a0ea-7a0ca00ababc","Microsoft Graph","00000003-0000-0000-c000-000000000000","91e65752-bef9-458f-b951-472d1bf37490","91e65752-bef9-458f-b951-472d1bf37490","","20.232.177.82","Washington, Virginia, US","Success","","Other.","Mobile Apps and Desktop clients","","","","false","false","","","","","Single-factor authentication","admin@M365DS169701.OnMicrosoft.com","1070d830-e6e4-4c33-8060-d6acbbc9bf33","","false","","8075","false","Microsoft Entra ID","None","","204","Not Applied","None","","",""
"2024-12-06T18:30:37Z","aa9a1c7e-6d13-4e43-878a-24e174e4c800","","1dbeec5d-817e-494c-a890-3e4006994639","e239b9d2-9166-4d20-a50a-93a28ec422fa","MOD Administrator","admin@m365ds169701.onmicrosoft.com","member","none","none","ropc","fhyaqhNtQ06HiiThdOTIAA","none","none","unbound","1002","MOD Demo Platform UnifiedApiConsumer","aff75787-e598-43f9-a0ea-7a0ca00ababc","Microsoft Graph","00000003-0000-0000-c000-000000000000","91e65752-bef9-458f-b951-472d1bf37490","91e65752-bef9-458f-b951-472d1bf37490","","20.232.177.82","Washington, Virginia, US","Success","","Other.","Mobile Apps and Desktop clients","","","","false","false","","","","","Single-factor authentication","admin@M365DS169701.OnMicrosoft.com","a4800a6e-ce27-4d7e-ade7-2eba5e185ddf","","false","","8075","false","Microsoft Entra ID","None","","142","Not Applied","None","","",""
"2024-12-06T18:24:31Z","a7c1ca39-aa7b-4c41-9569-280a295abe00","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36","4341e58e-c370-468f-bad6-e46b4dcb963d","e239b9d2-9166-4d20-a50a-93a28ec422fa","MOD Administrator","admin@m365ds169701.onmicrosoft.com","member","none","none","none","OcrBp3uqQUyVaSgKKVq-AA","none","none","unbound","1002","Office365 Shell WCSS-Client","89bee1f7-5e6e-4d8a-9f3d-ecd601259da7","Office365 Shell WCSS-Server","5f09333a-842c-47da-a157-57da27fcbca5","91e65752-bef9-458f-b951-472d1bf37490","91e65752-bef9-458f-b951-472d1bf37490","","20.232.177.82","Washington, Virginia, US","Success","","Other.","Browser","","Chrome 110.0.0","Windows10","false","false","","","","","Single-factor authentication","","09c93fee-7f7c-49af-b336-a3beda3c1547","","false","","8075","false","Microsoft Entra ID","None","","47","Not Applied","None","","",""
"2024-12-06T18:24:21Z","9ea6be22-9495-40e3-a6f5-83d2cc024701","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36","37fd5624-8697-4211-9a5a-767fbdbae728","e239b9d2-9166-4d20-a50a-93a28ec422fa","MOD Administrator","admin@m365ds169701.onmicrosoft.com","member","none","none","none","Ir6mnpWU40Cm9YPSzAJHAQ","none","none","unbound","1002","Microsoft 365 Security and Compliance Center","80ccca67-54bd-44ab-8625-4b79c4dc7775","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","91e65752-bef9-458f-b951-472d1bf37490","91e65752-bef9-458f-b951-472d1bf37490","","20.232.177.82","Washington, Virginia, US","Success","","Other.","Browser","","Chrome 110.0.0","Windows10","false","false","","","","","Single-factor authentication","","09c93fee-7f7c-49af-b336-a3beda3c1547","","false","","8075","false","Microsoft Entra ID","None","","75","Not Applied","None","","",""
"2024-12-06T18:23:54Z","9a6223ea-9fe6-4c26-9060-05d19c537402","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36","5cb4d79c-5a3f-4d2f-a1a8-1c4c1be95ce2","e239b9d2-9166-4d20-a50a-93a28ec422fa","MOD Administrator","admin@m365ds169701.onmicrosoft.com","member","none","none","none","6iNimuafJkyQYAXRnFN0Ag","none","none","unbound","1002","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","91e65752-bef9-458f-b951-472d1bf37490","91e65752-bef9-458f-b951-472d1bf37490","","20.232.177.82","Washington, Virginia, US","Success","","Other.","Browser","","Chrome 110.0.0","Windows10","false","false","","","","","Single-factor authentication","admin@m365ds169701.onmicrosoft.com","09c93fee-7f7c-49af-b336-a3beda3c1547","","false","","8075","false","Microsoft Entra ID","None","","109","Not Applied","None","","",""
"2024-12-06T18:23:52Z","9d1f41e9-9b66-4e38-bdfb-cc73da707e00","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36","5cb4d79c-5a3f-4d2f-a1a8-1c4c1be95ce2","e239b9d2-9166-4d20-a50a-93a28ec422fa","MOD Administrator","admin@m365ds169701.onmicrosoft.com","member","none","none","none","6UEfnWabOE69-8xz2nB-AA","none","none","unbound","1002","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","91e65752-bef9-458f-b951-472d1bf37490","91e65752-bef9-458f-b951-472d1bf37490","","20.232.177.82","Washington, Virginia, US","Interrupted","50140","This occurred due to 'Keep me signed in' interrupt when the user was signing in.","Browser","","Chrome 110.0.0","Windows10","false","false","","This is an expected part of the login flow, where a user is asked if they want to remain signed into this browser to make further logins easier. For more details, see https://techcommunity.microsoft.com/t5/microsoft-entra/the-new-azure-ad-sign-in-and-keep-me-signed-in-experiences/td-p/128267","","","Single-factor authentication","admin@m365ds169701.onmicrosoft.com","09c93fee-7f7c-49af-b336-a3beda3c1547","","false","","8075","false","Microsoft Entra ID","None","","133","Not Applied","None","","",""
